,code_before,comment,code_after
241,public NodeMaskingFigure(IFigure decorated) { this.decorated = decorated; setLayoutManager(new XYLayout()); setOpaque(true); setFill(true); setOutline(false); IGraphicalEditPart backgroundPart = getDecoratedInterestingParent(getEditPart()); if (backgroundPart instanceof ShapeNodeEditPart) { <START> setBackgroundColor(((IFigure) backgroundPart.getFigure().getChildren().get(0)).getBackgroundColor()); <END> } else { setBackgroundColor(backgroundPart.getFigure().getBackgroundColor()); } setAlpha(255); },I this White for a reason..,public NodeMaskingFigure(IFigure decorated) { this.decorated = decorated; setLayoutManager(new XYLayout()); setOpaque(true); setFill(true); setOutline(false); IGraphicalEditPart backgroundPart = getDecoratedInterestingParent(getEditPart()); setBackgroundColor(getBackgroundColor(backgroundPart)); setAlpha(255); }
242,"public JavaLanguageModule() { super(NAME, null, TERSE_NAME, JavaRuleChainVisitor.class, ""java""); addVersion(""1.3"", new JavaLanguageHandler(3), false); addVersion(""1.4"", new JavaLanguageHandler(4), false); addVersion(""1.5"", new JavaLanguageHandler(5), false); addVersion(""1.6"", new JavaLanguageHandler(6), false); addVersion(""1.7"", new JavaLanguageHandler(7), false); addVersion(""1.8"", new JavaLanguageHandler(8), false); addVersion(""9"", new JavaLanguageHandler(9), false); addVersion(""10"", new JavaLanguageHandler(10), false); addVersion(""11"", new JavaLanguageHandler(11), false); <START> addVersion(""12"", new JavaLanguageHandler(12), false); <END> addVersion(""13"", new JavaLanguageHandler(13), true); }","anymore point of supporting preview features is, if drop support for minor version. 1. instability is expected, advertise preview feature support broken anytime (and display a warning) 2. support preview features 3. continue supporting preview version next major release. I I side option here. complex continue supporting Java 12 preview. Besides, advertised dropping Java 12 preview support this kind of sudden. If continue supporting preview features, sense separate language versions for preview versions, because: * Rules written for preview features apply non-preview version. For example, write a rule detect string concatenation replaced a text block - this irrelevant preview enabled. This is problem LanguageVersions supposed tackle. * a language version, determine running in preview mode *seeing* a preview feature used, making warning of option 1 unreliable","public JavaLanguageModule() { super(NAME, null, TERSE_NAME, JavaRuleChainVisitor.class, ""java""); addVersion(""1.3"", new JavaLanguageHandler(3), false); addVersion(""1.4"", new JavaLanguageHandler(4), false); addVersion(""1.5"", new JavaLanguageHandler(5), false); addVersion(""1.6"", new JavaLanguageHandler(6), false); addVersion(""1.7"", new JavaLanguageHandler(7), false); addVersion(""1.8"", new JavaLanguageHandler(8), false); addVersion(""9"", new JavaLanguageHandler(9), false); addVersion(""10"", new JavaLanguageHandler(10), false); addVersion(""11"", new JavaLanguageHandler(11), false); addVersion(""12"", new JavaLanguageHandler(12), false); addVersion(""12-preview"", new JavaLanguageHandler(12, true), false); addVersion(""13"", new JavaLanguageHandler(13), true); addVersion(""13-preview"", new JavaLanguageHandler(13, true), false); }"
243,public EventListWriter(AnnotationRegistry<Event> annotationRegistry) { <START> this.annotationRegistry = annotationRegistry; <END> },checkNotNull constructor params Ditto for other constructors,public EventListWriter(AnnotationRegistry<Event> annotationRegistry) { this.annotationRegistry = checkNotNull(annotationRegistry); }
244,"private void validateStopDatetime(Visit visit, Visit otherVisit, Errors errors) { if (visit.getStopDatetime() != null && otherVisit.getStartDatetime() != null && otherVisit.getStopDatetime() != null && visit.getStopDatetime().after(otherVisit.getStartDatetime()) && visit.getStopDatetime().before(otherVisit.getStopDatetime())) { errors.rejectValue(""stopDatetime"", ""Visit.stopDateCannotFallIntoAnotherVisitOfTheSamePatient"", ""This visit has a stop date that falls into another visit of the same patient.""); } if (visit.getStartDatetime() != null && visit.getStopDatetime() != null && otherVisit.getStartDatetime() != null && otherVisit.getStopDatetime() != null && visit.getStartDatetime().before(otherVisit.getStartDatetime()) && visit.getStopDatetime().after(otherVisit.getStopDatetime())) { <START> String messageBuilder = ""This visit contains another visit of the same patient, "" <END> + ""i.e. its start date is before the start date of the other visit "" + ""and its stop date is after the stop date of the other visit.""; errors.rejectValue(""stopDatetime"", ""Visit.visitCannotContainAnotherVisitOfTheSamePatient"", messageBuilder); } }",variable name remain messageBuilder,"private void validateStopDatetime(Visit visit, Visit otherVisit, Errors errors) { if (visit.getStopDatetime() != null && otherVisit.getStartDatetime() != null && otherVisit.getStopDatetime() != null && visit.getStopDatetime().after(otherVisit.getStartDatetime()) && visit.getStopDatetime().before(otherVisit.getStopDatetime())) { errors.rejectValue(""stopDatetime"", ""Visit.stopDateCannotFallIntoAnotherVisitOfTheSamePatient"", ""This visit has a stop date that falls into another visit of the same patient.""); } if (visit.getStartDatetime() != null && visit.getStopDatetime() != null && otherVisit.getStartDatetime() != null && otherVisit.getStopDatetime() != null && visit.getStartDatetime().before(otherVisit.getStartDatetime()) && visit.getStopDatetime().after(otherVisit.getStopDatetime())) { String message = ""This visit contains another visit of the same patient, "" + ""i.e. its start date is before the start date of the other visit "" + ""and its stop date is after the stop date of the other visit.""; errors.rejectValue(""stopDatetime"", ""Visit.visitCannotContainAnotherVisitOfTheSamePatient"", message); } }"
245,"public void createActions(IComparisonScope scope, Comparison comparison) { if (menuManager.isEmpty()) { IDifferenceFilter.Registry registry = EMFCompareRCPUIPlugin.getDefault() .getFilterActionRegistry(); Collection<IDifferenceFilter> filters = registry.getFilters(scope, comparison); for (IDifferenceFilter filter : filters) { FilterAction action = new FilterAction(filter.getLabel(), structureMergeViewerFilter, filter); if (filter.defaultSelected()) { action.setChecked(true); } menuManager.add(action); } <START> structureMergeViewerFilter.addFilters(filters); <END> } }",add filters defaultSelected? build a temporary list filters added..,"public void createActions(IComparisonScope scope, Comparison comparison) { if (menuManager.isEmpty()) { IDifferenceFilter.Registry registry = EMFCompareRCPUIPlugin.getDefault() .getFilterActionRegistry(); Collection<IDifferenceFilter> filters = registry.getFilters(scope, comparison); Collection<IDifferenceFilter> filtersSelected = Lists.newArrayList(); for (IDifferenceFilter filter : filters) { FilterAction action = new FilterAction(filter.getLabel(), structureMergeViewerFilter, filter); if (filter.defaultSelected()) { action.setChecked(true); filtersSelected.add(filter); } menuManager.add(action); } structureMergeViewerFilter.addFilters(filtersSelected); } }"
246,"public String generateNewMachineUniqueName() { Object context = setup.peek(CloudLocationConfig.CALLER_CONTEXT); Entity entity = null; if (context instanceof Entity) entity = (Entity) context; String template = this.setup.get(MACHINE_NAME_TEMPLATE); if (!template.startsWith(""#ftl\n"")) <START> template = ""#ftl\n"" + template; <END> String processed; if (entity == null) processed = TemplateProcessor.processTemplateContents(template, this.setup.get(EXTRA_SUBSTITUTIONS)); else processed = TemplateProcessor.processTemplateContents(template, (EntityInternal)entity, this.setup.get(EXTRA_SUBSTITUTIONS)); return sanitize(Strings.getFragmentBetween(processed, ""#ftl\n"", null)).toLowerCase(); }","So, I miss this bit out","public String generateNewMachineUniqueName() { Object context = setup.peek(CloudLocationConfig.CALLER_CONTEXT); Entity entity = null; if (context instanceof Entity) { entity = (Entity) context; } String template = this.setup.get(MACHINE_NAME_TEMPLATE); String processed; if (entity == null) { processed = TemplateProcessor.processTemplateContents(template, this.setup.get(EXTRA_SUBSTITUTIONS)); } else { processed = TemplateProcessor.processTemplateContents(template, (EntityInternal)entity, this.setup.get(EXTRA_SUBSTITUTIONS)); } processed = Strings.removeFromStart(processed, ""#ftl\n""); return sanitize(processed); }"
247,"<START> public void simplifyScopedStoragePathTest() { <END> assertThat(FileUtils.simplifyScopedStoragePath(null), is(nullValue())); assertThat(FileUtils.simplifyScopedStoragePath(""""), is("""")); assertThat(FileUtils.simplifyScopedStoragePath(""blahblahblah""), is(""blahblahblah"")); assertThat(FileUtils.simplifyScopedStoragePath(""/storage/emulated/0/Android/data/org.odk.collect.android/files/layers""), is(""/sdcard/Android/data/org.odk.collect.android/files/layers"")); }",I is equivelant == alias of is(equalTo()). in future,"public void simplifyScopedStoragePathTest() { assertThat(FileUtils.simplifyScopedStoragePath(null), is(nullValue())); assertThat(FileUtils.simplifyScopedStoragePath(""""), is("""")); assertThat(FileUtils.simplifyScopedStoragePath(""blahblahblah""), is(""blahblahblah"")); assertThat(FileUtils.simplifyScopedStoragePath(""/storage/emulated/0/Android/data/org.odk.collect.android/files/layers""), is(""/sdcard/Android/data/org.odk.collect.android/files/layers"")); assertThat(FileUtils.simplifyScopedStoragePath(""/storage/emulated/0/Android/data/org.odk.collect.android/files/layers/countries/countries-raster.mbtiles""), is(""/sdcard/Android/data/org.odk.collect.android/files/layers/countries/countries-raster.mbtiles"")); }"
248,"public void test_parallelPrefix$D() { Random rand = new Random(0); double[] list = new double[1000]; for(int i = 0; i < list.length; ++i) { list[i] = rand.nextDouble() <START> % 1000; END> } double[] seqResult = list.clone(); for(int i = 0; i < seqResult.length - 1; ++i) { seqResult[i + 1] += seqResult[i]; } Arrays.parallelPrefix(list, (x, y) -> x + y); int[] listInInt = Arrays.stream(list).mapToInt(x -> (int) x).toArray(); int[] seqResultInInt = Arrays.stream(seqResult).mapToInt(x -> (int) x).toArray(); assertTrue(Arrays.equals(seqResultInInt, listInInt)); try { Arrays.parallelPrefix(list, null); fail(); } catch (NullPointerException expected) { } try { Arrays.parallelPrefix((double[]) null, (x, y) -> x + y); fail(); } catch (NullPointerException expected) { } }","remove, nextDouble is in [0,1) range","public void test_setAll$D() { double[] list = new double[3]; list[0] = 0.0d; list[1] = 1.0d; list[2] = 2.0d; Arrays.setAll(list, x -> x + 0.5); assertEquals(0.5d, list[0]); assertEquals(1.5d, list[1]); assertEquals(2.5d, list[2]); try { Arrays.setAll(list, null); fail(); } catch (NullPointerException expected) { } try { Arrays.setAll((double[]) null, x -> x + 0.5); fail(); } catch (NullPointerException expected) { } }"
249,"private InputStream generateStream() { final Ds3ObjectList objects = new Ds3ObjectList(); objects.setObjects(this.ds3Objects); objects.setPriority(this.priority); objects.setWriteOptimization(this.writeOptimization); objects.setChunkClientProcessingOrderGuarantee(this.chunkOrdering); final StringBuilder xmlOutputBuilder = new StringBuilder(); <START> if (this.getCommand() == BulkCommand.GET) { <END> xmlOutputBuilder.append(XmlOutput.toXml(objects, true)); } else { xmlOutputBuilder.append(XmlOutput.toXml(objects, false)); } final byte[] stringBytes = xmlOutputBuilder.toString().getBytes(); this.size = stringBytes.length; return new ByteArrayInputStream(stringBytes); }",Is this right logic? care bulk PUT. want add filter for request besides bulk put. invert this logic,"private InputStream generateStream() { final Ds3ObjectList objects = new Ds3ObjectList(); objects.setObjects(this.ds3Objects); objects.setPriority(this.priority); objects.setWriteOptimization(this.writeOptimization); objects.setChunkClientProcessingOrderGuarantee(this.chunkOrdering); final StringBuilder xmlOutputBuilder = new StringBuilder(); if (this.getCommand() == BulkCommand.PUT) { xmlOutputBuilder.append(XmlOutput.toXml(objects, true)); } else { xmlOutputBuilder.append(XmlOutput.toXml(objects, false)); } final byte[] stringBytes = xmlOutputBuilder.toString().getBytes(); this.size = stringBytes.length; return new ByteArrayInputStream(stringBytes); }"
250,"public synchronized boolean doTerminate() { Collection<ImmutableWorkerInfo> workers = runner.getWorkers(); Collection<? extends TaskRunnerWorkItem> pendingTasks = runner.getPendingTasks(); final DefaultWorkerBehaviorConfig workerConfig = ProvisioningUtil.getDefaultWorkerBehaviorConfig( workerConfigRef, ""terminate"" ); if (workerConfig == null) { log.info(""No worker config found. Skip terminating.""); return false; } boolean didTerminate = false; WorkerCategorySpec workerCategorySpec = ProvisioningUtil.getWorkerCategorySpec(workerConfig); Map<String, List<TaskRunnerWorkItem>> pendingTasksByCategories = groupTasksByCategories( pendingTasks, runner, workerCategorySpec ); Map<String, List<ImmutableWorkerInfo>> workersByCategories = ProvisioningUtil.getWorkersByCategories(workers); Set<String> allCategories = workersByCategories.keySet(); log.debug( ""Workers of %d categories: %s"", workersByCategories.size(), allCategories ); Map<String, AutoScaler> autoscalersByCategory = ProvisioningUtil.mapAutoscalerByCategory(workerConfig.getAutoScalers()); for (String category : allCategories) { AutoScaler categoryAutoscaler = ProvisioningUtil.getAutoscalerByCategory(category, autoscalersByCategory); if (categoryAutoscaler == null) { log.error(""No autoScaler available, cannot execute doTerminate for workers of category %s"", category); continue; } category = ProvisioningUtil.getAutoscalerCategory(categoryAutoscaler); List<ImmutableWorkerInfo> categoryWorkers = workersByCategories.getOrDefault(category, Collections.emptyList()); <START> currentlyProvisioningMap.putIfAbsent(category, new HashSet<>()); Set<String> currentlyProvisioning = this.currentlyProvisioningMap.get(category); currentlyTerminatingMap.putIfAbsent(category, new HashSet<>()); Set<String> currentlyTerminating = this.currentlyTerminatingMap.get(category); <END> List<? extends TaskRunnerWorkItem> categoryPendingTasks = pendingTasksByCategories.getOrDefault( category, Collections.emptyList() ); didTerminate = doTerminate( category, categoryWorkers, currentlyProvisioning, currentlyTerminating, categoryAutoscaler, categoryPendingTasks ) || didTerminate; } return didTerminate; }",nit: HashSet instantiation,"public synchronized boolean doTerminate() { Collection<ImmutableWorkerInfo> workers = runner.getWorkers(); Collection<? extends TaskRunnerWorkItem> pendingTasks = runner.getPendingTasks(); final DefaultWorkerBehaviorConfig workerConfig = ProvisioningUtil.getDefaultWorkerBehaviorConfig( workerConfigRef, ""terminate"" ); if (workerConfig == null) { log.info(""No worker config found. Skip terminating.""); return false; } boolean didTerminate = false; WorkerCategorySpec workerCategorySpec = ProvisioningUtil.getWorkerCategorySpec(workerConfig); Map<String, List<TaskRunnerWorkItem>> pendingTasksByCategories = groupTasksByCategories( pendingTasks, runner, workerCategorySpec ); Map<String, List<ImmutableWorkerInfo>> workersByCategories = ProvisioningUtil.getWorkersByCategories(workers); Set<String> allCategories = workersByCategories.keySet(); log.debug( ""Workers of %d categories: %s"", workersByCategories.size(), allCategories ); Map<String, AutoScaler> autoscalersByCategory = ProvisioningUtil.mapAutoscalerByCategory(workerConfig.getAutoScalers()); for (String category : allCategories) { AutoScaler categoryAutoscaler = ProvisioningUtil.getAutoscalerByCategory(category, autoscalersByCategory); if (categoryAutoscaler == null) { log.error(""No autoScaler available, cannot execute doTerminate for workers of category %s"", category); continue; } category = ProvisioningUtil.getAutoscalerCategory(categoryAutoscaler); List<ImmutableWorkerInfo> categoryWorkers = workersByCategories.getOrDefault(category, Collections.emptyList()); Set<String> currentlyProvisioning = this.currentlyProvisioningMap.computeIfAbsent( category, ignored -> new HashSet<>() ); Set<String> currentlyTerminating = this.currentlyTerminatingMap.computeIfAbsent( category, ignored -> new HashSet<>() ); List<? extends TaskRunnerWorkItem> categoryPendingTasks = pendingTasksByCategories.getOrDefault( category, Collections.emptyList() ); didTerminate = doTerminate( category, categoryWorkers, currentlyProvisioning, currentlyTerminating, categoryAutoscaler, categoryPendingTasks ) || didTerminate; } return didTerminate; }"
